0.874435358188,27.8914306865,27.0169953283
-3.91312996112,24.0648682078,27.9779981689
-1.89561754135,25.4672792125,27.3628967538
2.82737130348,26.1856394573,23.3582681539
7.52989640199,31.608317666,24.078421264
3.36464379912,29.3844984235,26.0198546244
6.58486374684,27.5624336227,20.9775698759
6.15382777505,24.6617632932,18.5079355181
12.4429678289,32.7455857778,20.302617949
12.6798483967,34.5314675374,21.8516191408
5.44282238781,27.0261597592,21.5833373714
9.14958749653,28.6743717461,19.5247842495
14.7309860929,30.0258953582,15.2949092654
-3.76107898454,24.1045512568,27.8656302413
15.4350901622,32.7786290973,17.3435389351
20.7382585902,36.3248387736,15.5865801834
15.0040055619,32.5521378975,17.5481323356
19.569812761,32.9744850044,13.4046722435
-23.3224730253,19.3673108715,42.6897838968
-27.9971733776,21.7721534114,49.7693267889
-26.3052890051,21.0658350699,47.371124075
-24.3523121363,23.6402624277,47.992574564
-23.1591950701,21.3093358585,44.4685309286
-23.3322439078,21.0701512916,44.4023951994
-15.0710056414,24.2946957767,39.3657014181
-13.0650060495,28.4617474652,41.5267535147
-26.833101184,20.2806662238,47.1137674079
-24.4941608783,22.3301824233,46.8243433016
-23.8634892148,22.8996657577,46.7631549725
-23.6593620998,23.2754042068,46.9347663066
-23.1716656338,23.5418849968,46.7135506306
-23.6333466406,23.0095805853,46.6429272259
-17.4440674495,26.1459498878,43.5900173373
-15.1379117669,24.8408875023,39.9787992692
-15.0313202662,24.506151425,39.5374716912
-19.8128854665,26.6534479036,46.4663333701
0.893271610354,20.8155084816,19.9222368713
2.17179642783,24.9445390594,22.7727426315
3.30174699798,24.73887298,21.437125982
4.09156403877,25.3701437832,21.2785797444
1.58488320187,25.3701437832,23.7852605813
1.8936986295,25.4575193645,23.563820735
0.997971805077,22.416915076,21.4189432709
3.95442708763,26.6242367448,22.6698096572
0.100602858775,21.4463575402,21.3457546814
0.0168253479855,25.1066147911,25.0897894431
2.87106631488,25.5248748939,22.653808579
3.35272456353,22.6962257432,19.3435011796
3.54380071698,27.498793388,23.954992671
3.23454485674,26.0582382366,22.8236933798
3.6735193397,25.7371054968,22.0635861571
3.9457996564,25.3104164956,21.3646168392
-0.198347599709,23.3971802393,23.595527839
2.2543994084,24.7576474834,22.503248075
14.7170269749,85.8505201401,71.1334931652
12.7612115389,89.2584804531,76.4972689143
9.61814731121,92.8156762646,83.1975289534
8.13233210015,76.4596454418,68.3273133416
7.01707684972,76.7536087707,69.736531921
11.1041318248,90.7478900854,79.6437582606
8.73807829281,86.2668808498,77.528802557
8.63345887856,84.269986595,75.6365277164
4.30466386484,79.4386384666,75.1339746018
13.3467956656,92.3936045178,79.0468088523
17.0572989563,95.7210205711,78.6637216149
9.08904189223,87.4197435536,78.3307016614
9.32192873065,84.540044994,75.2181162633
9.96336152301,90.7050997751,80.7417382521
6.4894140212,84.1755379703,77.6861239491
0.523695814448,82.4926923932,81.9689965788
4.29012796575,86.3798497815,82.0897218157
11.6319396371,90.3508874275,78.7189477904
-2.69388190362,20.3809721219,23.0748540255
7.81001303848,24.432618089,16.6226050505
-0.0883406073165,22.1688566701,22.2571972775
-2.3243574485,19.177751797,21.5021092455
4.6284103143,23.1589548642,18.5305445499
-1.66020599848,20.8260343983,22.4862403968
0.443595708121,21.4318671997,20.9882714916
-4.83393677895,20.5846864531,25.4186232321
-1.16515559344,16.6406969603,17.8058525538
-2.75125061424,17.0431054914,19.7943561056
-1.64862914495,19.4626009583,21.1112301033
-3.01109796919,21.5323880842,24.5434860534
-3.98047221272,18.5370208268,22.5174930396
3.64917003918,19.3717040027,15.7225339635
8.11956824412,24.3766755932,16.2571073491
1.09425043742,23.2623678087,22.1681173713
0.841469858158,22.2297148101,21.388244952
6.95401726918,26.8607267277,19.9067094585
-21.8617236024,29.2052835844,51.0670071868
-18.3525213086,30.6975475651,49.0500688737
-22.9523825716,29.249139925,52.2015224966
-19.9551442598,28.8448982764,48.8000425363
-4.24917641495,37.4790756849,41.7282520998
-13.9578166158,39.4795804336,53.4373970494
-9.10266779457,37.7652289,46.8678966946
-22.2007523842,31.5453455433,53.7460979275
-27.773443803,30.1475945825,57.9210383855
-20.6835963104,30.3060828552,50.9896791655
4.15230741137,38.9889122912,34.8366048798
-14.9689445523,40.0796097808,55.0485543331
-22.9542827934,29.9026725421,52.8569553355
-8.41322428811,40.5692853613,48.9825096494
-27.4686812836,27.465530025,54.9342113086
-21.1892359718,29.7855117905,50.9747477623
-11.538791661,36.2182121617,47.7570038227
-23.8267523319,35.3895855053,59.2163378372
0.0590007070984,23.9339879198,23.8749872127
-0.243320292789,24.8391087164,25.0824290092
-6.25864286688,18.9520213312,25.2106641981
-0.189505980971,18.9247635709,19.1142695518
1.06276639893,25.1958801972,24.1331137983
0.530714954948,23.5823318491,23.0516168942
-7.16142273236,18.6321241746,25.7935469069
0.630885013878,21.093076469,20.4621914551
-2.26218925527,22.7780487973,25.0402380525
1.15264624822,24.6852496384,23.5326033902
-2.18141583089,20.7662240789,22.9476399098
1.6812784635,22.8113212748,21.1300428113
1.47697656726,25.7463157001,24.2693391329
0.40223491285,25.739939088,25.3377041752
1.51586673028,21.7407281931,20.2248614629
2.03818313704,22.9210106842,20.8828275472
0.409033674204,25.9069657409,25.4979320667
-2.237357109,21.7006040027,23.9379611116
-6.43749350544,13.2829513249,19.7204448303
